assembly_accession	species	subsp	strain
GCF_003194145.1	Staphylococcus aureus		101110051-1
GCF_003194165.1	Staphylococcus aureus		101110041-3
GCF_003194185.1	Staphylococcus aureus		0201753-2
GCF_003194205.1	Staphylococcus aureus		121560027-1
GCF_003194405.1	Staphylococcus aureus		CHU15-056
GCF_003203595.1	Staphylococcus aureus		AR_0226
GCF_003203615.1	Staphylococcus aureus		AR_0468
GCF_003203635.1	Staphylococcus aureus		AR_0228
GCF_003203655.1	Staphylococcus aureus		AR_0222
GCF_003203675.1	Staphylococcus aureus		AR_0220
GCF_003264775.1	Staphylococcus aureus		CMRSA-3
GCF_003264815.1	Staphylococcus aureus		CMRSA-6
GCF_003288395.1	Staphylococcus aureus		AR_475
GCF_003330905.1	Staphylococcus aureus		AR_474
GCF_003342735.1	Staphylococcus aureus		E16SA093
GCF_003342775.1	Staphylococcus aureus		F17SA003
GCF_003343155.1	Staphylococcus aureus		ch21
GCF_003347055.1	Staphylococcus aureus		FORC_061
GCF_003351925.1	Staphylococcus aureus		FORC_062
GCF_003354545.1	Staphylococcus aureus		27
GCF_003354605.1	Staphylococcus aureus		422
GCF_003354625.1	Staphylococcus aureus		468
GCF_003354645.1	Staphylococcus aureus		128
GCF_003354665.1	Staphylococcus aureus		165
GCF_003354685.1	Staphylococcus aureus		277
GCF_003354725.1	Staphylococcus aureus		143
GCF_003354745.1	Staphylococcus aureus		466
GCF_003354785.1	Staphylococcus aureus		85
GCF_003354805.1	Staphylococcus aureus		54
GCF_003354865.1	Staphylococcus aureus		45
GCF_003354885.1	Staphylococcus aureus		164
GCF_003354905.1	Staphylococcus aureus		78
GCF_003354925.1	Staphylococcus aureus		135
GCF_003354945.1	Staphylococcus aureus		545
GCF_003354965.1	Staphylococcus aureus		546
GCF_003394105.1	Staphylococcus aureus		WCH-SK2
GCF_003425545.1	Staphylococcus aureus		199
GCF_003425835.1	Staphylococcus aureus		28
GCF_003425885.1	Staphylococcus aureus		82
GCF_003425915.1	Staphylococcus aureus		64
GCF_003431365.1	Staphylococcus aureus		CFBR-105
GCF_003432345.1	Staphylococcus aureus		NX-T55
GCF_003432365.1	Staphylococcus aureus		QD-CD9
GCF_003490125.1	Staphylococcus aureus		O17
GCF_003573835.1	Staphylococcus aureus		JMUB3031
GCF_003573855.1	Staphylococcus aureus		JMUB1273
GCF_003595365.1	Staphylococcus aureus		USA300-SUR1
GCF_003595385.1	Staphylococcus aureus		USA300-SUR2
GCF_003595405.1	Staphylococcus aureus		USA300-SUR3
GCF_003595425.1	Staphylococcus aureus		USA300-SUR4
GCF_003595445.1	Staphylococcus aureus		USA300-SUR5
GCF_003595465.1	Staphylococcus aureus		USA300-SUR6
GCF_003595485.1	Staphylococcus aureus		USA300-SUR7
GCF_003595505.1	Staphylococcus aureus		USA300-SUR8
GCF_003609855.1	Staphylococcus aureus		JP02758
GCF_003609895.1	Staphylococcus aureus		GN3
GCF_003609915.1	Staphylococcus aureus		GN1
GCF_003627835.1	Staphylococcus aureus		O326
GCF_003798185.1	Staphylococcus aureus		MSSA54
GCF_003827915.1	Staphylococcus aureus		FDAARGOS_504
GCF_003855575.1	Staphylococcus aureus		80wphwpl_v1
GCF_003944865.1	Staphylococcus aureus		80wphwpl
GCF_003945405.1	Staphylococcus aureus		TUM9458
GCF_003952625.1	Staphylococcus aureus		PMB 81-4
GCF_003955945.1	Staphylococcus aureus		O267
GCF_003957315.1	Staphylococcus aureus		PMB 64-1
GCF_003991015.1	Staphylococcus aureus		USA 100 30-47
GCF_004026165.1	Staphylococcus aureus		PCFH-226
GCF_004026185.1	Staphylococcus aureus		PCFA-221
GCF_004118995.1	Staphylococcus aureus		LAC
GCF_004136235.1	Staphylococcus aureus		M51
GCF_004136255.1	Staphylococcus aureus		M48
GCF_004136655.1	Staphylococcus aureus		S57
GCF_004153365.1	Staphylococcus aureus		VB31683
GCF_004193875.1	Staphylococcus aureus		C3948
GCF_004193895.1	Staphylococcus aureus		H489
GCF_004208595.1	Staphylococcus aureus		592
GCF_004421085.1	Staphylococcus aureus		04-002
GCF_004614295.1	Staphylococcus aureus		C8879
GCF_004614315.1	Staphylococcus aureus		JK3137
GCF_004771335.1	Staphylococcus aureus		O217
GCF_004771515.1	Staphylococcus aureus		B119
GCF_004771975.1	Staphylococcus aureus		O408 B115
GCF_004772055.1	Staphylococcus aureus		O331 B114
GCF_004772175.1	Staphylococcus aureus		O55 B118
GCF_004772215.1	Staphylococcus aureus		O268
GCF_004785995.1	Staphylococcus aureus		WCUH29
GCF_004797195.1	Staphylococcus aureus		O82
GCF_005153305.1	Staphylococcus aureus		2030RH1
GCF_005153985.1	Staphylococcus aureus		NRRL B-41012
GCF_005705635.1	Staphylococcus aureus		R46
GCF_005705815.1	Staphylococcus aureus		Lr6
GCF_005706035.1	Staphylococcus aureus		P10
GCF_005706855.1	Staphylococcus aureus		Lr2
GCF_005707015.1	Staphylococcus aureus		R50
GCF_005707215.1	Staphylococcus aureus		Lr12
GCF_005707335.1	Staphylococcus aureus		Lr3
GCF_005885975.1	Staphylococcus aureus		Col52-A5
GCF_005889995.1	Staphylococcus aureus		J01
GCF_005890015.1	Staphylococcus aureus		JKD6004
GCF_005890035.1	Staphylococcus aureus		D592-HR
GCF_005931015.2	Staphylococcus aureus		GD487
GCF_005931035.2	Staphylococcus aureus		GD1108
GCF_005931055.2	Staphylococcus aureus		GD1696
GCF_005954685.1	Staphylococcus aureus		D592
GCF_006088835.1	Staphylococcus aureus		aureus
GCF_006094915.1	Staphylococcus aureus		ATCC 12600
GCF_006158985.1	Staphylococcus aureus		S15
GCF_006364675.1	Staphylococcus aureus		FDAARGOS_773
GCF_006364775.1	Staphylococcus aureus		FDAARGOS_766
GCF_007185035.1	Staphylococcus aureus		JRA307
GCF_007410625.1	Staphylococcus aureus		JKD6004-DR
GCF_007726465.1	Staphylococcus aureus		B2-7A
GCF_007726495.1	Staphylococcus aureus		B2-15A
GCF_007726525.1	Staphylococcus aureus		B4-59C
GCF_007726545.1	Staphylococcus aureus		B8-13D
GCF_007726565.1	Staphylococcus aureus		B3-17D
GCF_007813675.1	Staphylococcus aureus		13
GCF_007826355.1	Staphylococcus aureus		NP66
GCF_007827105.1	Staphylococcus aureus		B1-4A
GCF_007827115.1	Staphylococcus aureus		B9-22D
GCF_007827125.1	Staphylococcus aureus		B3-4A
GCF_007954445.1	Staphylococcus aureus		BSN9S
GCF_007954465.1	Staphylococcus aureus		BSN9R
GCF_007998145.1	Staphylococcus aureus		X22
GCF_008244705.1	Staphylococcus aureus		NRS384
GCF_008244725.1	Staphylococcus aureus		NRS384-rpoB-H481N-NCV
GCF_008329865.1	Staphylococcus aureus		CFSAN082782
GCF_008329885.1	Staphylococcus aureus		CFSAN082781
GCF_008330045.1	Staphylococcus aureus		VGC1
GCF_008330585.1	Staphylococcus aureus		CFSAN082783
GCF_008370795.1	Staphylococcus aureus		16439
GCF_008619075.1	Staphylococcus aureus		KUN1163
GCF_008619235.1	Staphylococcus aureus		KUH140013
GCF_008619415.1	Staphylococcus aureus		KUH140046
GCF_008619595.1	Staphylococcus aureus		KUH140087
GCF_008619795.1	Staphylococcus aureus		KUH140331
GCF_008619935.1	Staphylococcus aureus		KUH180038
GCF_008620175.1	Staphylococcus aureus		KUH180129
GCF_008630695.1	Staphylococcus aureus		GHA12
GCF_008630715.1	Staphylococcus aureus		GHA11
GCF_008630755.1	Staphylococcus aureus		GHA6
GCF_008630775.1	Staphylococcus aureus		GHA5
GCF_008630795.1	Staphylococcus aureus		GHA4
GCF_008630835.1	Staphylococcus aureus		GHA3
GCF_008630855.1	Staphylococcus aureus		GHA2
GCF_008630875.1	Staphylococcus aureus		GHA1
GCF_008693765.1	Staphylococcus aureus		FDAARGOS_660
GCF_008694145.1	Staphylococcus aureus		GHA8
GCF_008694165.1	Staphylococcus aureus		GHA10
GCF_009176765.1	Staphylococcus aureus		KG-03
GCF_009176785.1	Staphylococcus aureus		KG-18
GCF_009176875.1	Staphylococcus aureus		KG-22
GCF_009497915.1	Staphylococcus aureus		Zhenghai
GCF_009497955.1	Staphylococcus aureus		SCDR-SA1
GCF_009650155.1	Staphylococcus aureus		CFSAN007894
GCF_009684655.1	Staphylococcus aureus		ZY05
GCF_009728755.1	Staphylococcus aureus		ST20130944
GCF_009728775.1	Staphylococcus aureus		ST20130945
GCF_009731595.1	Staphylococcus aureus		Tokyo12480
GCF_009739675.1	Staphylococcus aureus		P2D8C1
GCF_009739695.1	Staphylococcus aureus		P2D1C1
GCF_009739715.1	Staphylococcus aureus		P2D15C1
GCF_009739735.1	Staphylococcus aureus		P1D9C1
GCF_009739755.1	Staphylococcus aureus		P1D8C2
GCF_009739775.1	Staphylococcus aureus		P1D8C1
GCF_009739795.1	Staphylococcus aureus		P1D7C1
GCF_009739825.1	Staphylococcus aureus		P1D5C1
GCF_009739845.1	Staphylococcus aureus		P1D1C1
GCF_009739865.1	Staphylococcus aureus		P1D14C1
GCF_009739885.1	Staphylococcus aureus		P1D12C1
GCF_009740205.1	Staphylococcus aureus		P1D5C2
GCF_009769095.1	Staphylococcus aureus		NCCP 16830
GCF_009857055.1	Staphylococcus aureus		RJ1267
GCF_009911815.1	Staphylococcus aureus		UP_1522
GCF_009911835.1	Staphylococcus aureus		UP_1632
GCF_009911855.1	Staphylococcus aureus		UP_1433
GCF_009911895.1	Staphylococcus aureus		UP_967
GCF_009911965.1	Staphylococcus aureus		UP_1395
GCF_009912015.1	Staphylococcus aureus		UP_1500
GCF_009912035.1	Staphylococcus aureus		UP_1572
GCF_009912055.1	Staphylococcus aureus		UP_1612
GCF_009912075.1	Staphylococcus aureus		UP_1654
GCF_009912095.1	Staphylococcus aureus		UP_1209
GCF_009912115.1	Staphylococcus aureus		UP_794
GCF_009912155.1	Staphylococcus aureus		UP_1559
GCF_009912195.1	Staphylococcus aureus		UP_1278
GCF_009912255.1	Staphylococcus aureus		UP_926
GCF_009912295.1	Staphylococcus aureus		UP_1539
GCF_009912335.1	Staphylococcus aureus		UP_1313
GCF_009912355.1	Staphylococcus aureus		UP_1239
GCF_009912375.1	Staphylococcus aureus		UP_1073
GCF_009912415.1	Staphylococcus aureus		UP_1484
GCF_009912435.1	Staphylococcus aureus		UP_1452
GCF_009912455.1	Staphylococcus aureus		UP_1108
GCF_009912475.1	Staphylococcus aureus		UP_1352
GCF_009912495.1	Staphylococcus aureus		UP_1186
GCF_009912535.1	Staphylococcus aureus		UP_1150
GCF_009912555.1	Staphylococcus aureus		UP_883
GCF_009912595.1	Staphylococcus aureus		UP_1033
GCF_009912615.1	Staphylococcus aureus		UP_830
GCF_009912635.1	Staphylococcus aureus		UP_490
GCF_009912655.1	Staphylococcus aureus		UP_996
GCF_009912675.1	Staphylococcus aureus		UP_764
GCF_009912695.1	Staphylococcus aureus		UP_719
GCF_009912715.1	Staphylococcus aureus		UP_818
GCF_009912735.1	Staphylococcus aureus		UP_678
GCF_009912755.1	Staphylococcus aureus		UP_522
GCF_009912775.1	Staphylococcus aureus		UP_644
GCF_009912795.1	Staphylococcus aureus		UP_248
GCF_009912815.1	Staphylococcus aureus		UP_378
GCF_009912835.1	Staphylococcus aureus		UP_462
GCF_009912855.1	Staphylococcus aureus		UP_620
GCF_009912875.1	Staphylococcus aureus		UP_591
GCF_009912895.1	Staphylococcus aureus		UP_1435
GCF_009912915.1	Staphylococcus aureus		UP_403
GCF_009912935.1	Staphylococcus aureus		UP_551
GCF_009912955.1	Staphylococcus aureus		UP_426
GCF_009912975.1	Staphylococcus aureus		UP_419
GCF_009912995.1	Staphylococcus aureus		UP_774
GCF_009913015.1	Staphylococcus aureus		UP_844
GCF_009913035.1	Staphylococcus aureus		UP_274
GCF_009913055.1	Staphylococcus aureus		UP_296
GCF_009913075.1	Staphylococcus aureus		UP_322
GCF_009913095.1	Staphylococcus aureus		UP_1405
GCF_009913115.1	Staphylococcus aureus		UP_1097
GCF_009913135.1	Staphylococcus aureus		UP_1525
GCF_009913155.1	Staphylococcus aureus		UP_1322
GCF_009913175.1	Staphylococcus aureus		UP_1106
GCF_009913195.1	Staphylococcus aureus		UP_1442
GCF_009913215.1	Staphylococcus aureus		UP_338
GCF_009914455.1	Staphylococcus aureus		SAW1
GCF_009937785.1	Staphylococcus aureus		UP_1591
GCF_011032785.1	Staphylococcus aureus		SA1428
GCF_011035105.1	Staphylococcus aureus		M2024
GCF_012044215.1	Staphylococcus aureus		PMB179-1
GCF_012044475.1	Staphylococcus aureus		PMB196-1
GCF_012974825.1	Staphylococcus aureus		MJ163
GCF_013003945.1	Staphylococcus aureus		HL20709
GCF_013004085.1	Staphylococcus aureus		SA01
GCF_013008375.1	Staphylococcus aureus		EDCC5398
GCF_013046865.1	Staphylococcus aureus		Guangzhou-SAU749
GCF_013046885.1	Staphylococcus aureus		Guangzhou-SAU071
GCF_013187685.1	Staphylococcus aureus		Smith
GCF_013305885.1	Staphylococcus aureus		14638
GCF_013305905.1	Staphylococcus aureus		14640
GCF_013305955.1	Staphylococcus aureus		14505
GCF_013307005.1	Staphylococcus aureus		16405
GCF_013307025.1	Staphylococcus aureus		14507
GCF_013307065.1	Staphylococcus aureus		14732
GCF_013307085.1	Staphylococcus aureus		MJ015
GCF_013363895.1	Staphylococcus aureus		Dresden-275757
GCF_013389715.1	Staphylococcus aureus		BLR-DV
GCF_013394425.1	Staphylococcus aureus		TPS3156
GCF_013415955.1	Staphylococcus aureus		08-028
GCF_013467165.1	Staphylococcus aureus		WKZ-1
GCF_013467405.1	Staphylococcus aureus		WKZ-2
GCF_013836525.1	Staphylococcus aureus		110900
GCF_013836745.1	Staphylococcus aureus		128254
GCF_014334395.1	Staphylococcus aureus		K246
GCF_014334415.1	Staphylococcus aureus		K245
GCF_014334435.1	Staphylococcus aureus		K104
GCF_014334455.1	Staphylococcus aureus		K099
GCF_014334475.1	Staphylococcus aureus		K094
GCF_014334495.1	Staphylococcus aureus		K090
GCF_014334515.1	Staphylococcus aureus		K152
GCF_014334535.1	Staphylococcus aureus		K150
GCF_014334555.1	Staphylococcus aureus		K112
GCF_014334575.1	Staphylococcus aureus		K329
GCF_014334595.1	Staphylococcus aureus		K276
GCF_014334615.1	Staphylococcus aureus		K275
GCF_014334635.1	Staphylococcus aureus		K084
GCF_014334655.1	Staphylococcus aureus		K078
GCF_014334675.1	Staphylococcus aureus		K076
GCF_014334695.1	Staphylococcus aureus		K216
GCF_014335435.1	Staphylococcus aureus		S4
GCF_014335605.1	Staphylococcus aureus		S5
GCF_014335755.1	Staphylococcus aureus		S3
GCF_014335895.1	Staphylococcus aureus		S2
GCF_014336015.1	Staphylococcus aureus		S1
GCF_014336685.1	Staphylococcus aureus		R34
GCF_014336835.1	Staphylococcus aureus		R31
GCF_014336965.1	Staphylococcus aureus		R28
GCF_014336995.1	Staphylococcus aureus		R27
GCF_014337015.1	Staphylococcus aureus		R26
GCF_014337035.1	Staphylococcus aureus		R24
GCF_014337055.1	Staphylococcus aureus		R21
GCF_014337075.1	Staphylococcus aureus		R20
GCF_014337095.1	Staphylococcus aureus		R16
GCF_014337135.1	Staphylococcus aureus		R3
GCF_014792825.1	Staphylococcus aureus		SA H27
GCF_015219885.1	Staphylococcus aureus		MRSA - AMRF 4
GCF_015219905.1	Staphylococcus aureus		MRSA - AMRF 5
GCF_015219925.1	Staphylococcus aureus		MRSA - AMRF 6
GCF_015220695.1	Staphylococcus aureus		MRSA - AMRF 3
GCF_015224275.1	Staphylococcus aureus		K25C
GCF_015244035.1	Staphylococcus aureus		WH52
GCF_015277595.1	Staphylococcus aureus		KHS103
GCF_015277615.1	Staphylococcus aureus		KM24
GCF_015732455.1	Staphylococcus aureus		MSSA01
GCF_015767475.1	Staphylococcus aureus		DG36
GCF_015767495.1	Staphylococcus aureus		GDC6P096P
GCF_015774815.1	Staphylococcus aureus		AR39_O1_merpol
GCF_015774835.1	Staphylococcus aureus		JW31330_O1_dhc
GCF_015774855.1	Staphylococcus aureus		JW_comp_novo
GCF_015999445.1	Staphylococcus aureus		GDY8P96A
GCF_016065215.1	Staphylococcus aureus		CC1153-MRSA
GCF_016413705.1	Staphylococcus aureus		ncr_155_F133
GCF_016413725.1	Staphylococcus aureus		nan_175_F371_ch
GCF_016496025.1	Staphylococcus aureus		WH39
GCF_016591995.1	Staphylococcus aureus		834
GCF_016727585.1	Staphylococcus aureus		FDAARGOS_1086
GCF_016889145.1	Staphylococcus aureus		FDAARGOS_1246
GCF_016889945.1	Staphylococcus aureus		FDAARGOS_1245
GCF_016894285.1	Staphylococcus aureus		014S_SA
GCF_017088305.1	Staphylococcus aureus		WBG8287
GCF_017088385.1	Staphylococcus aureus		WBG8366
GCF_017161095.1	Staphylococcus aureus		MEI001
GCF_017328845.1	Staphylococcus aureus		M186
GCF_017328865.1	Staphylococcus aureus		M160
GCF_017328925.1	Staphylococcus aureus		M117
GCF_017329045.1	Staphylococcus aureus		Laus385
GCF_017329085.1	Staphylococcus aureus		I37
GCF_017329205.1	Staphylococcus aureus		M1172
GCF_017329225.1	Staphylococcus aureus		M1092
GCF_017329385.1	Staphylococcus aureus		G34
GCF_017329425.1	Staphylococcus aureus		G04
GCF_017329445.1	Staphylococcus aureus		G03
GCF_017329465.1	Staphylococcus aureus		G01
GCF_017798245.1	Staphylococcus aureus		KZN
GCF_018075265.1	Staphylococcus aureus		SA14+
GCF_018093065.1	Staphylococcus aureus		CBS2016-05
GCF_018093105.1	Staphylococcus aureus		PS/BAC/169/17/W
