assembly_accession	species	subsp	strain
GCF_001952775.1	Listeria monocytogenes		HPB5622
GCF_001952795.1	Listeria monocytogenes		CFSAN042079
GCF_001998915.1	Listeria monocytogenes		10-092876-1559 LM1
GCF_001998945.1	Listeria monocytogenes		10-092876-0168
GCF_001999005.1	Listeria monocytogenes		10-092876-0055 LM4
GCF_001999025.1	Listeria monocytogenes		10-092876-0731 LM5
GCF_001999045.1	Listeria monocytogenes		10-092876-1155 LM6
GCF_001999085.1	Listeria monocytogenes		10-092876-1235 LM8
GCF_001999105.1	Listeria monocytogenes		10-092876-0145 LM9
GCF_001999125.1	Listeria monocytogenes		10-092876-1763 LM10
GCF_001999165.1	Listeria monocytogenes		10-092876-0769 LM12
GCF_002025165.1	Listeria monocytogenes		LI0521
GCF_002043045.1	Listeria monocytogenes		ICDC-LM188
GCF_002101275.1	Listeria monocytogenes		H34
GCF_002105615.1	Listeria monocytogenes		CFSAN028538
GCF_002105635.1	Listeria monocytogenes		CFSAN022990
GCF_002105655.1	Listeria monocytogenes		MOD1_LS152
GCF_002105675.1	Listeria monocytogenes		PNUSAL000144
GCF_002105695.1	Listeria monocytogenes		PNUSAL000096
GCF_002105715.1	Listeria monocytogenes		CFSAN004330
GCF_002116675.1	Listeria monocytogenes		XYSN
GCF_002208215.1	Listeria monocytogenes		FDA709873-33
GCF_002220325.1	Listeria monocytogenes		FORC_049
GCF_002285655.1	Listeria monocytogenes		FDA709873-31
GCF_002285835.1	Listeria monocytogenes		FDA971911-001-001
GCF_002557735.1	Listeria monocytogenes		AT3E
GCF_002557815.1	Listeria monocytogenes		AL4E
GCF_002740915.1	Listeria monocytogenes		F4244
GCF_002831485.1	Listeria monocytogenes		MF4626
GCF_002843525.1	Listeria monocytogenes		MF4624
GCF_002848425.1	Listeria monocytogenes		MF4562
GCF_002848465.1	Listeria monocytogenes		MF4697
GCF_002848485.1	Listeria monocytogenes		MF6172
GCF_002848505.1	Listeria monocytogenes		MF4545
GCF_002966935.1	Listeria monocytogenes		Lm16
GCF_002969195.1	Listeria monocytogenes		NH1
GCF_003030165.1	Listeria monocytogenes		CFSAN054109
GCF_003030405.1	Listeria monocytogenes		CFSAN054108
GCF_003031895.1	Listeria monocytogenes		ATCC 13932
GCF_003031915.1	Listeria monocytogenes		PIR00546
GCF_003031935.1	Listeria monocytogenes		PIR00543
GCF_003031955.1	Listeria monocytogenes		ATCC 51775
GCF_003031975.1	Listeria monocytogenes		PIR00545
GCF_003032055.1	Listeria monocytogenes		PIR00544
GCF_003032075.1	Listeria monocytogenes		ATCC 51779
GCF_003043895.1	Listeria monocytogenes		PIR00540
GCF_003045185.1	Listeria monocytogenes		2016TE2013
GCF_003045205.1	Listeria monocytogenes		2016TE4526-1-1
GCF_003045225.1	Listeria monocytogenes		2016TE3773-1-1
GCF_003045255.1	Listeria monocytogenes		2016TE3770-1-1
GCF_003045285.1	Listeria monocytogenes		2016TE2143
GCF_003045305.1	Listeria monocytogenes		2016TE1560
GCF_003045325.1	Listeria monocytogenes		2015TE24980
GCF_003045345.1	Listeria monocytogenes		2015TE24968
GCF_003045365.1	Listeria monocytogenes		2015TE22590
GCF_003045385.1	Listeria monocytogenes		2015TE17781-9
GCF_003045405.1	Listeria monocytogenes		2015TE17781-6
GCF_003045425.1	Listeria monocytogenes		2015TE17781-5
GCF_003045445.1	Listeria monocytogenes		2015TE17781-3
GCF_003045465.1	Listeria monocytogenes		2016TE840-1-1
GCF_003045485.1	Listeria monocytogenes		2016TE4965-1-1
GCF_003045505.1	Listeria monocytogenes		2016TE3765-1-1
GCF_003045525.1	Listeria monocytogenes		2016TE340
GCF_003045545.1	Listeria monocytogenes		2016TE3767-1-1
GCF_003045565.1	Listeria monocytogenes		2016TE337
GCF_003045585.1	Listeria monocytogenes		2015TE34286
GCF_003045605.1	Listeria monocytogenes		2015TE17781-8
GCF_003045625.1	Listeria monocytogenes		2015TE17781-7
GCF_003144075.1	Listeria monocytogenes		2018TE5305-1-4
GCF_003390475.1	Listeria monocytogenes		M13455
GCF_003409075.1	Listeria monocytogenes		CIIMS-NV-3
GCF_003433415.1	Listeria monocytogenes		CIIMS-PH-1
GCF_003722375.1	Listeria monocytogenes		LMJF5203
GCF_003812545.1	Listeria monocytogenes		FDAARGOS_555
GCF_003812565.1	Listeria monocytogenes		FDAARGOS_554
GCF_003900515.1	Listeria monocytogenes		LMP18-H2446
GCF_003999665.1	Listeria monocytogenes		FORC_057
GCF_004101665.1	Listeria monocytogenes		N16-0044
GCF_004142705.1	Listeria monocytogenes		LMP18-H8393
GCF_004768685.1	Listeria monocytogenes		N12-0935
GCF_004771175.1	Listeria monocytogenes		NCCP 14714
GCF_004771195.1	Listeria monocytogenes		NCCP 15743
GCF_005154665.1	Listeria monocytogenes		Li 2108
GCF_006364655.1	Listeria monocytogenes		FDAARGOS_778
GCF_008807195.1	Listeria monocytogenes		18
GCF_008807215.1	Listeria monocytogenes		17
GCF_008807235.1	Listeria monocytogenes		15
GCF_008807255.1	Listeria monocytogenes		20
GCF_008807275.1	Listeria monocytogenes		16
GCF_008807435.1	Listeria monocytogenes		13
GCF_008807455.1	Listeria monocytogenes		11
GCF_008807475.1	Listeria monocytogenes		10
GCF_008807495.1	Listeria monocytogenes		9
GCF_008807515.1	Listeria monocytogenes		7
GCF_008807535.1	Listeria monocytogenes		4
GCF_008807555.1	Listeria monocytogenes		14
GCF_008807575.1	Listeria monocytogenes		1
GCF_008807595.1	Listeria monocytogenes		6
GCF_008807615.1	Listeria monocytogenes		12
GCF_008807875.1	Listeria monocytogenes		52873
GCF_008807895.1	Listeria monocytogenes		52869
GCF_008807915.1	Listeria monocytogenes		52860
GCF_008807935.1	Listeria monocytogenes		52859
GCF_008807955.1	Listeria monocytogenes		52854
GCF_008807975.1	Listeria monocytogenes		52330
GCF_009648595.1	Listeria monocytogenes		CFSAN023465
GCF_009648615.1	Listeria monocytogenes		CFSAN023468
GCF_009648635.1	Listeria monocytogenes		CFSAN023469
GCF_009648675.1	Listeria monocytogenes		CFSAN023464
GCF_009648695.1	Listeria monocytogenes		CFSAN008100
GCF_009664735.1	Listeria monocytogenes		AUSMDU00007774
GCF_009664755.1	Listeria monocytogenes		AUSMDU00000235
GCF_009664775.1	Listeria monocytogenes		AUSMDU00000224
GCF_009730615.1	Listeria monocytogenes		N843_10
GCF_009730635.1	Listeria monocytogenes		N843_15
GCF_009866905.1	Listeria monocytogenes		ScottA
GCF_010442835.1	Listeria monocytogenes		AUF
GCF_010443035.1	Listeria monocytogenes		4/52-1953
GCF_013122235.1	Listeria monocytogenes		2017-TE-6913-1
GCF_013137935.1	Listeria monocytogenes		OB020621
GCF_013177375.1	Listeria monocytogenes		OB050226
GCF_013177395.1	Listeria monocytogenes		OB030029
GCF_013177415.1	Listeria monocytogenes		OB040119
GCF_013282665.1	Listeria monocytogenes		F6212
GCF_013282685.1	Listeria monocytogenes		PNUSAL000009
GCF_013282705.1	Listeria monocytogenes		PNUSAL000019
GCF_013389395.1	Listeria monocytogenes		HM00113468
GCF_014304655.1	Listeria monocytogenes		GIMC2015:Lmc22
GCF_014304675.1	Listeria monocytogenes		GIMC2016:Lmc547
GCF_014304695.1	Listeria monocytogenes		134
GCF_014304715.1	Listeria monocytogenes		3453
GCF_014304735.1	Listeria monocytogenes		GIMC2009:LmcUH4
GCF_014304755.1	Listeria monocytogenes		GIMC2010:LmcUH8
GCF_014304775.1	Listeria monocytogenes		24618
GCF_014334275.1	Listeria monocytogenes		OB080183
GCF_014843275.1	Listeria monocytogenes		FSL R9-0915
GCF_014843295.1	Listeria monocytogenes		FSL F6-0367
GCF_014983505.1	Listeria monocytogenes		clinical isolate of L. monocytogenes 15-01121
GCF_014983645.1	Listeria monocytogenes		clinical isolate of L. monocytogenes 18-04540
GCF_014983945.1	Listeria monocytogenes		clinical isolate of L. monocytogenes 12-05460
GCF_014987905.1	Listeria monocytogenes		19-05816
GCF_015583955.1	Listeria monocytogenes		clinical isolate of L. monocytogenes 18-04415
GCF_015689035.1	Listeria monocytogenes		UKVDL9
GCF_016728025.1	Listeria monocytogenes		FDAARGOS_1080
GCF_016757715.1	Listeria monocytogenes		LM26
GCF_016767835.1	Listeria monocytogenes		LM18
GCF_016775725.1	Listeria monocytogenes		LM36
GCF_016775745.1	Listeria monocytogenes		LM39
GCF_016775765.1	Listeria monocytogenes		LM43
GCF_016802645.1	Listeria monocytogenes		LM928
GCF_018106265.1	Listeria monocytogenes		LR8
GCF_018310555.1	Listeria monocytogenes		LM30
GCF_018336635.1	Listeria monocytogenes		4057
GCF_018336675.1	Listeria monocytogenes		4058
GCF_018336795.1	Listeria monocytogenes		4060
GCF_018604185.1	Listeria monocytogenes		4064
GCF_018604265.1	Listeria monocytogenes		2806
GCF_018604305.1	Listeria monocytogenes		4057
GCF_900187225.1	Listeria monocytogenes		NCTC10357
GCF_900275645.1	Listeria monocytogenes		JF5203_1
GCF_900637785.1	Listeria monocytogenes		NCTC7973
GCF_902385845.1	Listeria monocytogenes		MGYG-HGUT-02325
GCF_905219375.1	Listeria monocytogenes		QI0054
GCF_905219385.1	Listeria monocytogenes		QI0055
GCF_000196035.1	Listeria monocytogenes		EGD-e
GCF_009866885.1	Listeria monocytogenes		EGD-e
GCF_000008285.1	Listeria monocytogenes		serotype 4b str. F2365 4b F2365
GCF_014843335.1	Listeria monocytogenes		FSL J1-175
GCF_014843315.1	Listeria monocytogenes		FSL J1-208
GCF_000168575.2	Listeria monocytogenes		FSL R2-561 FSLR2-561
GCF_000168595.2	Listeria monocytogenes		Finland 1998 (IH 42573)
GCF_000168635.2	Listeria monocytogenes		J0161
GCF_000168695.2	Listeria monocytogenes		10403S
GCF_000021185.1	Listeria monocytogenes		HCC23
GCF_000209755.1	Listeria monocytogenes		L99
GCF_000026705.1	Listeria monocytogenes		serotype 4b str. CLIP 80459 Clip80459
GCF_000022925.1	Listeria monocytogenes		08-5923 Aug-23
GCF_000093125.2	Listeria monocytogenes		08-5578 Aug-78
GCF_000210795.2	Listeria monocytogenes		serotype 7 str. SLCC2482
GCF_000307615.1	Listeria monocytogenes		SLCC2378
GCF_000306905.1	Listeria monocytogenes		SLCC2540
GCF_000306985.1	Listeria monocytogenes		SLCC7179
GCF_000307005.1	Listeria monocytogenes		SLCC2479
GCF_000307085.1	Listeria monocytogenes		L312
GCF_000307025.1	Listeria monocytogenes		ATCC 19117
GCF_001454905.1	Listeria monocytogenes		ATCC 19117 WSLC 1033
GCF_000307045.1	Listeria monocytogenes		SLCC5850
GCF_000307065.1	Listeria monocytogenes		SLCC2376
GCF_000195435.3	Listeria monocytogenes		J1816
GCF_000195395.5	Listeria monocytogenes		J1-220
GCF_000197755.2	Listeria monocytogenes		SLCC2755
GCF_000210815.2	Listeria monocytogenes		SLCC2372
GCF_000212455.1	Listeria monocytogenes		str. Scott A
GCF_000218305.1	Listeria monocytogenes		M7
GCF_000258905.1	Listeria monocytogenes		07PF0776
GCF_004763665.1	Listeria monocytogenes		serotype 4b str. LIS0087
GCF_002213985.1	Listeria monocytogenes		serotype 4b str. 81-0558
GCF_002214005.1	Listeria monocytogenes		serotype 4b str. 81-0592
GCF_000513615.1	Listeria monocytogenes		serotype 4b str. 81-0861
GCF_002214065.1	Listeria monocytogenes		serotype 4b str. 10-0809
GCF_002214085.1	Listeria monocytogenes		serotype 1/2b str. 10-0810
GCF_002214105.1	Listeria monocytogenes		serotype 1/2b str. 10-0811
GCF_002214125.1	Listeria monocytogenes		serotype 1/2a str. 10-0812
GCF_002214145.1	Listeria monocytogenes		serotype 1/2a str. 10-0813
GCF_002213805.1	Listeria monocytogenes		serotype 1/2a str. 10-4754
GCF_002213825.1	Listeria monocytogenes		serotype 1/2a str. 10-4758
GCF_002213845.1	Listeria monocytogenes		serotype 1/2a str. 10-0933
GCF_002213865.1	Listeria monocytogenes		serotype 1/2a str. 10-0934
GCF_002213885.1	Listeria monocytogenes		serotype 4b str. 02-1103
GCF_002213925.1	Listeria monocytogenes		serotype 4b str. 02-1289
GCF_002213945.1	Listeria monocytogenes		serotype 4b str. 02-1792
GCF_002213505.1	Listeria monocytogenes		serotype 4b str. 02-6679
GCF_002213965.1	Listeria monocytogenes		serotype 4b str. 02-6680
GCF_000513695.1	Listeria monocytogenes		serotype 1/2a str. 88-0478
GCF_002213685.1	Listeria monocytogenes		serotype 1/2a str. 95-0093
GCF_002213705.1	Listeria monocytogenes		serotype 1/2a str. 98-2035
GCF_002213725.1	Listeria monocytogenes		serotype 1/2a str. 99-6370
GCF_002213545.1	Listeria monocytogenes		serotype 1/2a str. 02-5993
GCF_002213565.1	Listeria monocytogenes		serotype 1/2a str. 04-5457
GCF_002213585.1	Listeria monocytogenes		serotype 1/2a str. 08-6056
GCF_000513595.1	Listeria monocytogenes		serotype 1/2a str. 08-6569
GCF_000513635.1	Listeria monocytogenes		serotype 1/2a str. 08-6997
GCF_002213605.1	Listeria monocytogenes		serotype 1/2a str. 08-7374
GCF_002213625.1	Listeria monocytogenes		serotype 1/2a str. 08-7669
GCF_002214045.1	Listeria monocytogenes		serotype 1/2a str. 10-0814
GCF_000513655.1	Listeria monocytogenes		serotype 1/2a str. 10-0815
GCF_002213645.1	Listeria monocytogenes		serotype 1/2a str. 10-1046
GCF_000513675.1	Listeria monocytogenes		serotype 1/2a str. 10-1047
GCF_002213665.1	Listeria monocytogenes		serotype 1/2a str. 10-1321
GCF_002213905.1	Listeria monocytogenes		serotype 1/2a str. 10-5024
GCF_002213745.1	Listeria monocytogenes		serotype 1/2c str. 10-5025
GCF_002213765.1	Listeria monocytogenes		serotype 1/2c str. 10-5026
GCF_002213785.1	Listeria monocytogenes		serotype 3c str. 10-5027
GCF_000318055.1	Listeria monocytogenes		serotype 4b str. LL195
GCF_009648655.1	Listeria monocytogenes		CFSAN002349
GCF_000582845.1	Listeria monocytogenes		EGD
GCF_000613085.1	Listeria monocytogenes		R479a
GCF_000568475.1	Listeria monocytogenes		WSLC1001
GCF_000568935.1	Listeria monocytogenes		WSLC1042
