assembly_accession	species	subsp	strain
GCF_001692615.1	Salmonella enterica	enterica serovar Heidelberg	AMR588-04-00437
GCF_001692635.1	Salmonella enterica	enterica serovar Heidelberg	SH13-004
GCF_002984035.1	Salmonella enterica	enterica serovar Heidelberg	FDAARGOS_319
GCF_003971525.1	Salmonella enterica	enterica serovar Heidelberg	5
GCF_003986635.1	Salmonella enterica	enterica serovar Heidelberg	CFSAN067218
GCF_008124065.1	Salmonella enterica	enterica serovar Heidelberg	SL-312
GCF_008727595.1	Salmonella enterica	enterica serovar Heidelberg	AR-0404
GCF_016452005.1	Salmonella enterica	enterica serovar Heidelberg	CVM 35161
GCF_016454265.1	Salmonella enterica	enterica serovar Heidelberg	CVM 28322
GCF_016454385.1	Salmonella enterica	enterica serovar Heidelberg	CVM 24359
GCF_016454645.1	Salmonella enterica	enterica serovar Heidelberg	CVM 20760
GCF_003324875.1	Salmonella enterica	enterica serovar Berta	SA20141895
GCF_002234755.2	Salmonella enterica	enterica serovar Derby	SA20035215
GCF_002946375.1	Salmonella enterica	enterica serovar Derby	2014LSAL01779
GCF_003171775.1	Salmonella enterica	enterica serovar Derby	2014LSAL02547
GCF_016454765.1	Salmonella enterica	enterica serovar Derby	CVM 30155
GCF_003710145.1	Salmonella enterica	enterica serovar Oranienburg	CFSAN076211
GCF_001969425.1	Salmonella enterica	enterica serovar Senftenberg	775W (ATCC 43845)
GCF_002953175.1	Salmonella enterica	enterica serovar Senftenberg	N17
GCF_003073535.1	Salmonella enterica	enterica serovar Senftenberg	CFSAN047866
GCF_003073555.1	Salmonella enterica	enterica serovar Senftenberg	CFSAN045763
GCF_003571625.1	Salmonella enterica	enterica serovar Senftenberg	AR_0127
GCF_003864035.1	Salmonella enterica	enterica serovar Senftenberg	ATCC 8400
GCF_004768565.1	Salmonella enterica	enterica serovar Senftenberg	SA20061017
GCF_004768585.1	Salmonella enterica	enterica serovar Senftenberg	SA20130280
GCF_004768605.1	Salmonella enterica	enterica serovar Senftenberg	11-5006
GCF_004768625.1	Salmonella enterica	enterica serovar Senftenberg	CFIAFB20170120
GCF_004768665.1	Salmonella enterica	enterica serovar Senftenberg	CFIAFB20170121
GCF_006741505.1	Salmonella enterica	enterica serovar Senftenberg	SL180013
GCF_008727575.1	Salmonella enterica	enterica serovar Senftenberg	AR-0405
GCF_016452105.1	Salmonella enterica	enterica serovar Senftenberg	CVM 34514
GCF_016454425.1	Salmonella enterica	enterica serovar Senftenberg	CVM 24355
GCF_016454665.1	Salmonella enterica	enterica serovar Senftenberg	CVM 20749
GCF_900478065.1	Salmonella enterica	enterica serovar Senftenberg	NCTC10080
GCF_000783815.2	Salmonella enterica		FDAARGOS_70
GCF_001558355.2	Salmonella enterica		FDAARGOS_94
GCF_001647755.1	Salmonella enterica		C629
GCF_001705055.1	Salmonella enterica		FORC_019
GCF_002119485.1	Salmonella enterica		FORC_038
GCF_002313085.1	Salmonella enterica		FORC_051
GCF_002313105.1	Salmonella enterica		FORC_056
GCF_002900325.1	Salmonella enterica		MFDS1004024
GCF_002946675.1	Salmonella enterica		MFDS1004839
GCF_003030105.1	Salmonella enterica		CFSAN064034
GCF_003030125.1	Salmonella enterica		CFSAN064033
GCF_003177235.1	Salmonella enterica		DA34821
GCF_003177255.1	Salmonella enterica		DA34837
GCF_003181075.1	Salmonella enterica		DA34827
GCF_003181155.1	Salmonella enterica		DA34833
GCF_003312565.1	Salmonella enterica		2017K-0021
GCF_003324915.1	Salmonella enterica		SA20030575
GCF_003324935.1	Salmonella enterica		SA20052327
GCF_003324955.1	Salmonella enterica		SA19992307
GCF_003324975.1	Salmonella enterica		SA20044414
GCF_003325015.1	Salmonella enterica		SA20031245
GCF_003325035.1	Salmonella enterica		SA20100201
GCF_003325055.1	Salmonella enterica		SA20094620
GCF_003325075.1	Salmonella enterica		SA20104250
GCF_003325095.1	Salmonella enterica		SA20051401
GCF_003325115.1	Salmonella enterica		SA20080453
GCF_003325135.1	Salmonella enterica		SA20083530
GCF_003325155.1	Salmonella enterica		SA20051528
GCF_003325175.1	Salmonella enterica		SA20025921
GCF_003325195.1	Salmonella enterica		SA20075157
GCF_003325215.1	Salmonella enterica		SA20021456
GCF_003325235.1	Salmonella enterica		SA20083039
GCF_003325255.1	Salmonella enterica		SA20041605
GCF_003325275.1	Salmonella enterica		SA20101045
GCF_003325295.1	Salmonella enterica		SA20041606
GCF_003325315.1	Salmonella enterica		SA20055162
GCF_003515965.1	Salmonella enterica		FORC_074
GCF_003999215.1	Salmonella enterica		FORC_079
GCF_004135835.1	Salmonella enterica		FORC_078
GCF_004354225.1	Salmonella enterica		FDA925033-2-17
GCF_004354285.1	Salmonella enterica		FSW0104
GCF_004564195.1	Salmonella enterica		UFPRLABMOR1
GCF_004798765.1	Salmonella enterica		CFIAFB20170119
GCF_005576595.1	Salmonella enterica		OSF005645
GCF_006364755.1	Salmonella enterica		FDAARGOS_765
GCF_006365335.1	Salmonella enterica		FDAARGOS_768
GCF_006461325.2	Salmonella enterica		GSJ/2016-Sal.-018
GCF_006461415.2	Salmonella enterica		GSJ/2017-Sal.-009
GCF_006969245.1	Salmonella enterica		MAC15
GCF_008386295.1	Salmonella enterica		QH
GCF_008728495.1	Salmonella enterica		CFSAN096147
GCF_008931225.1	Salmonella enterica		S61394
GCF_008931245.1	Salmonella enterica		S44712
GCF_009729895.1	Salmonella enterica		FDAARGOS_710
GCF_009729915.1	Salmonella enterica		FDAARGOS_708
GCF_009729935.1	Salmonella enterica		FDAARGOS_707
GCF_009729955.1	Salmonella enterica		FDAARGOS_688
GCF_009729975.1	Salmonella enterica		FDAARGOS_687
GCF_009730015.1	Salmonella enterica		FDAARGOS_712
GCF_009734305.1	Salmonella enterica		R19.2839
GCF_009930575.1	Salmonella enterica		16E080
GCF_009930675.1	Salmonella enterica		15E434
GCF_012273275.1	Salmonella enterica		FDAARGOS_686
GCF_012273475.1	Salmonella enterica		FDAARGOS_709
GCF_013161625.1	Salmonella enterica		2011K-1440
GCF_013161805.1	Salmonella enterica		2012K-0845
GCF_013162025.1	Salmonella enterica		94-0093
GCF_013348865.1	Salmonella enterica		85-0120
GCF_013364495.1	Salmonella enterica		FDAARGOS_717
GCF_013364515.1	Salmonella enterica		FDAARGOS_718
GCF_013415925.1	Salmonella enterica		SRC27
GCF_014334175.1	Salmonella enterica		SLR1_7697
GCF_014334195.1	Salmonella enterica		SLR1_7966
GCF_014334215.1	Salmonella enterica		SLR1_8094
GCF_014334235.1	Salmonella enterica		SLR1_7627
GCF_014334255.1	Salmonella enterica		SLR1_8250
GCF_014521465.1	Salmonella enterica		K_SA184
GCF_016026715.1	Salmonella enterica		FDAARGOS_928
GCF_016028495.1	Salmonella enterica		FDAARGOS_878
GCF_016071195.1	Salmonella enterica		GX1006
GCF_016117835.1	Salmonella enterica		FDAARGOS_879
GCF_016127435.1	Salmonella enterica		FDAARGOS_1067
GCF_016127835.1	Salmonella enterica		FDAARGOS_1066
GCF_016657125.1	Salmonella enterica		colony_17
GCF_016657265.1	Salmonella enterica		colony_14
GCF_016889645.1	Salmonella enterica		FDAARGOS_1271
GCF_016917375.1	Salmonella enterica		Colony582
GCF_016917415.1	Salmonella enterica		Colony568
GCF_016917435.1	Salmonella enterica		Colony114
GCF_016917455.1	Salmonella enterica		Colony593
GCF_016917475.1	Salmonella enterica		Colony598
GCF_016917495.1	Salmonella enterica		Colony564
GCF_016917515.1	Salmonella enterica		Colony561
GCF_016917555.1	Salmonella enterica		Colony539
GCF_016917595.1	Salmonella enterica		Colony118
GCF_016917615.1	Salmonella enterica		Colony117
GCF_016917635.1	Salmonella enterica		Colony116
GCF_016917655.1	Salmonella enterica		Colony14
GCF_016917675.1	Salmonella enterica		Colony589
GCF_016917695.1	Salmonella enterica		Colony627
GCF_016917715.1	Salmonella enterica		Colony626
GCF_016917735.1	Salmonella enterica		Colony596
GCF_018460045.1	Salmonella enterica		no75
GCF_005222465.1	Salmonella enterica	enterica serovar California	CD-SL01
GCF_000018625.1	Salmonella enterica	arizonae serovar 62:z4,z23:-	RSK2980
GCF_002863765.1	Salmonella enterica	enterica serovar Give	CFSAN024229
GCF_003856755.1	Salmonella enterica	enterica serovar Virchow	FORC_080
GCF_009664555.1	Salmonella enterica	enterica serovar Virchow	AUSMDU00010533
GCF_000818075.1	Salmonella enterica	enterica serovar Paratyphi A	50973
GCF_000818115.1	Salmonella enterica	enterica serovar Paratyphi A	CMCC 50503
GCF_001045395.1	Salmonella enterica	enterica serovar Paratyphi A	CMCC50093
GCF_002386165.1	Salmonella enterica	enterica serovar Paratyphi A	FDAARGOS_368
GCF_009667745.1	Salmonella enterica	enterica serovar Blockley	159838
GCF_001409135.1	Salmonella enterica	enterica serovar Weltevreden	2511STDY5462388
GCF_001409155.1	Salmonella enterica	enterica serovar Weltevreden	2511STDY5712384
GCF_001409195.1	Salmonella enterica	enterica serovar Weltevreden	2511STDY5462413
GCF_005457265.1	Salmonella enterica	enterica serovar Weltevreden	3 CFSAN047349
GCF_016657285.1	Salmonella enterica	enterica serovar Weltevreden	colony_81
GCF_016657405.1	Salmonella enterica	enterica serovar Weltevreden	colony_80
GCF_016657525.1	Salmonella enterica	enterica serovar Weltevreden	colony_78
GCF_016657685.1	Salmonella enterica	enterica serovar Weltevreden	colony_77
GCF_016657725.1	Salmonella enterica	enterica serovar Weltevreden	colony_76
GCF_016657745.1	Salmonella enterica	enterica serovar Weltevreden	colony_75
GCF_016657765.1	Salmonella enterica	enterica serovar Weltevreden	colony_72
GCF_016657785.1	Salmonella enterica	enterica serovar Weltevreden	colony_69
GCF_016657805.1	Salmonella enterica	enterica serovar Weltevreden	colony_74
GCF_016657825.1	Salmonella enterica	enterica serovar Weltevreden	colony_68
GCF_016657905.1	Salmonella enterica	enterica serovar Weltevreden	colony_66
GCF_016658065.1	Salmonella enterica	enterica serovar Weltevreden	colony_64
GCF_016917395.1	Salmonella enterica	enterica serovar Weltevreden	Colony63
GCF_006165105.1	Salmonella enterica	enterica serovar Agona	USDA-ARS-USMARC-76332
GCF_006165125.1	Salmonella enterica	enterica serovar Agona	USDA-ARS-USMARC-76335
GCF_006165145.1	Salmonella enterica	enterica serovar Agona	USDA-ARS-USMARC-76338
GCF_006165165.1	Salmonella enterica	enterica serovar Agona	USDA-ARS-USMARC-76340
GCF_006165185.1	Salmonella enterica	enterica serovar Agona	USDA-ARS-USMARC-76333
GCF_006165205.1	Salmonella enterica	enterica serovar Agona	USDA-ARS-USMARC-76336
GCF_006165225.1	Salmonella enterica	enterica serovar Agona	USDA-ARS-USMARC-76337
GCF_006165245.1	Salmonella enterica	enterica serovar Agona	USDA-ARS-USMARC-76339
GCF_006165265.1	Salmonella enterica	enterica serovar Agona	USDA-ARS-USMARC-76341
GCF_006165285.1	Salmonella enterica	enterica serovar Agona	USDA-ARS-USMARC-76334
GCF_012169275.1	Salmonella enterica	enterica serovar Agona	SG17-135
GCF_016454245.1	Salmonella enterica	enterica serovar Agona	CVM 28336
GCF_016454585.1	Salmonella enterica	enterica serovar Agona	CVM 21974
GCF_015223545.3	Salmonella enterica	enterica serovar Bareilly	FC745
GCF_016454185.1	Salmonella enterica	enterica serovar Bovismorbificans	CVM 30176
GCF_016839205.1	Salmonella enterica	enterica serovar Bovismorbificans	GSJ/2016-Sal-017
GCF_018340585.1	Salmonella enterica	enterica serovar Bovismorbificans	2020LSAL11867
GCF_002211845.1	Salmonella enterica	enterica serovar Waycross	SA20041608
GCF_001447095.1	Salmonella enterica	enterica serovar Anatum	GT-38
GCF_001447115.1	Salmonella enterica	enterica serovar Anatum	GT-01
GCF_003231095.1	Salmonella enterica	enterica serovar Anatum	R16.0676
GCF_003710125.1	Salmonella enterica	enterica serovar Anatum	CFSAN076215
GCF_006517135.1	Salmonella enterica	enterica serovar Anatum	CFSAN003959
GCF_011465535.1	Salmonella enterica	enterica serovar Anatum	M-3471
GCF_011465695.1	Salmonella enterica	enterica serovar Anatum	Sal-1135
GCF_011465815.1	Salmonella enterica	enterica serovar Anatum	Sal-2097
GCF_011465945.1	Salmonella enterica	enterica serovar Anatum	Sal-3973
GCF_011466075.1	Salmonella enterica	enterica serovar Anatum	M-3851
GCF_011466275.1	Salmonella enterica	enterica serovar Anatum	M-5360
GCF_011466455.1	Salmonella enterica	enterica serovar Anatum	Sal-3948
GCF_011466595.1	Salmonella enterica	enterica serovar Anatum	Sal-4295
GCF_011466775.1	Salmonella enterica	enterica serovar Anatum	Sal-4737
GCF_011466815.1	Salmonella enterica	enterica serovar Anatum	Sal-5091
GCF_016452145.1	Salmonella enterica	enterica serovar Anatum	CVM 33822
GCF_016454505.1	Salmonella enterica	enterica serovar Anatum	CVM 22448
GCF_016454685.1	Salmonella enterica	enterica serovar Anatum	CVM 20746
GCF_001700595.1	Salmonella enterica	enterica	SA972816
GCF_002163995.1	Salmonella enterica	enterica	16A242
GCF_002201855.1	Salmonella enterica	enterica	ST1120
GCF_002238275.1	Salmonella enterica	enterica	08-00436
GCF_002504105.1	Salmonella enterica	enterica	RM11065
GCF_002504125.1	Salmonella enterica	enterica	RM11060
GCF_002999175.1	Salmonella enterica	enterica	15-SA01028
GCF_003347075.1	Salmonella enterica	enterica	LSP 389/97
GCF_003429425.1	Salmonella enterica	enterica	BAA-1586
GCF_003429445.1	Salmonella enterica	enterica	BAA-1672
GCF_003641265.1	Salmonella enterica	enterica	10TTU468x
GCF_003641305.1	Salmonella enterica	enterica	11TTU1615b
GCF_003641325.1	Salmonella enterica	enterica	11TTU1590
GCF_004124035.2	Salmonella enterica	enterica	CFSA122
GCF_004124055.2	Salmonella enterica	enterica	CFSA12
GCF_004124095.2	Salmonella enterica	enterica	CFSA244
GCF_004124155.2	Salmonella enterica	enterica	CFSA1096
GCF_004124195.2	Salmonella enterica	enterica	CFSA231
GCF_004124215.2	Salmonella enterica	enterica	CFSA664
GCF_004328825.1	Salmonella enterica	enterica	USDA-ARS-USMARC-60984
GCF_004354245.1	Salmonella enterica	enterica	CFSAN087304
GCF_004798745.1	Salmonella enterica	enterica	12-0523
GCF_007923125.1	Salmonella enterica	enterica	ST1539
GCF_008807355.1	Salmonella enterica	enterica	AD19
GCF_009728795.1	Salmonella enterica	enterica	EQAS2016S1
GCF_009728875.2	Salmonella enterica	enterica	CFSA300
GCF_009728895.2	Salmonella enterica	enterica	CFSA1007
GCF_009806735.1	Salmonella enterica	enterica	SCSM4.1
GCF_016638525.1	Salmonella enterica	enterica	Se32
GCF_016638585.1	Salmonella enterica	enterica	Se13
GCF_016903075.1	Salmonella enterica	enterica	Se29
GCF_001628755.1	Salmonella enterica	diarizonae	11-01855
GCF_001629755.1	Salmonella enterica	diarizonae	11-01853
GCF_001629775.1	Salmonella enterica	diarizonae	11-01854
GCF_002794415.1	Salmonella enterica	diarizonae	HZS154
GCF_004126495.1	Salmonella enterica	diarizonae	16-SA00356
GCF_002196535.1	Salmonella enterica	enterica serovar Minnesota	CFSAN017963
GCF_009184685.1	Salmonella enterica	enterica serovar Muenster	PJM1
GCF_016452085.1	Salmonella enterica	enterica serovar Muenster	CVM 34526
GCF_016454485.1	Salmonella enterica	enterica serovar Muenster	CVM 22504
GCF_001952995.1	Salmonella enterica	enterica serovar Saintpaul	CFSAN004175
GCF_001953675.1	Salmonella enterica	enterica serovar Saintpaul	CFSAN004173
GCF_001953695.1	Salmonella enterica	enterica serovar Saintpaul	CFSAN004174
GCF_002234735.2	Salmonella enterica	enterica serovar Saintpaul	SA20031783
GCF_002290205.1	Salmonella enterica	enterica serovar Saintpaul	SGB23
GCF_002386325.1	Salmonella enterica	enterica serovar Saintpaul	FDAARGOS_373
GCF_005930995.1	Salmonella enterica	enterica serovar Saintpaul	5 CFSAN047351
GCF_009664655.1	Salmonella enterica	enterica serovar Saintpaul	AUSMDU00010531
GCF_016454785.1	Salmonella enterica	enterica serovar Saintpaul	CVM 22543
GCF_001048375.2	Salmonella enterica	enterica serovar Typhi	M223
GCF_001095585.2	Salmonella enterica	enterica serovar Typhi	ERL114000
GCF_001104165.2	Salmonella enterica	enterica serovar Typhi	SGB89
GCF_001118185.2	Salmonella enterica	enterica serovar Typhi	H12ESR00394-001A
GCF_001119245.2	Salmonella enterica	enterica serovar Typhi	76-1292
GCF_001127485.2	Salmonella enterica	enterica serovar Typhi	ERL041834
GCF_001135805.2	Salmonella enterica	enterica serovar Typhi	ERL072973
GCF_001148305.2	Salmonella enterica	enterica serovar Typhi	ERL082356
GCF_001163025.2	Salmonella enterica	enterica serovar Typhi	H12ESR04734-001A
GCF_001165785.2	Salmonella enterica	enterica serovar Typhi	ERL024919
GCF_001302605.1	Salmonella enterica	enterica serovar Typhi	PM016/13
GCF_001357935.2	Salmonella enterica	enterica serovar Typhi	80-2002
GCF_001360555.2	Salmonella enterica	enterica serovar Typhi	2010-007898
GCF_001362095.2	Salmonella enterica	enterica serovar Typhi	ERL034151
GCF_001362135.2	Salmonella enterica	enterica serovar Typhi	ERL11909
GCF_001362195.2	Salmonella enterica	enterica serovar Typhi	H12ESR00755-001A
GCF_001362335.2	Salmonella enterica	enterica serovar Typhi	SGB82
GCF_003429465.1	Salmonella enterica	enterica serovar Typhi	Ty21a
GCF_003716995.1	Salmonella enterica	enterica serovar Typhi	311189_221186
GCF_003717015.1	Salmonella enterica	enterica serovar Typhi	311189_220186
GCF_003717035.1	Salmonella enterica	enterica serovar Typhi	311189_219186
GCF_003717055.1	Salmonella enterica	enterica serovar Typhi	311189_217103
GCF_003717075.1	Salmonella enterica	enterica serovar Typhi	311189_216103
GCF_003717095.1	Salmonella enterica	enterica serovar Typhi	311189_215186
GCF_003717115.1	Salmonella enterica	enterica serovar Typhi	311189_214186
GCF_003717135.1	Salmonella enterica	enterica serovar Typhi	311189_213186
GCF_003717215.1	Salmonella enterica	enterica serovar Typhi	311189_212186
GCF_003717285.1	Salmonella enterica	enterica serovar Typhi	311189_211186
GCF_003717355.1	Salmonella enterica	enterica serovar Typhi	311189_210186
GCF_003717395.1	Salmonella enterica	enterica serovar Typhi	311189_208186
GCF_003717435.1	Salmonella enterica	enterica serovar Typhi	311189_208103
GCF_003717455.1	Salmonella enterica	enterica serovar Typhi	311189_207186
GCF_003717475.1	Salmonella enterica	enterica serovar Typhi	311189_206186
GCF_003717515.1	Salmonella enterica	enterica serovar Typhi	311189_205186
GCF_003717535.1	Salmonella enterica	enterica serovar Typhi	311189_204186
GCF_003717575.1	Salmonella enterica	enterica serovar Typhi	311189_202186
GCF_003717615.1	Salmonella enterica	enterica serovar Typhi	343077_260153
GCF_003717635.1	Salmonella enterica	enterica serovar Typhi	343077_255118
GCF_003717655.1	Salmonella enterica	enterica serovar Typhi	343077_228157
GCF_003717675.1	Salmonella enterica	enterica serovar Typhi	343077_228140
GCF_003717695.1	Salmonella enterica	enterica serovar Typhi	343077_215174
GCF_003717715.1	Salmonella enterica	enterica serovar Typhi	343077_214162
GCF_003717735.1	Salmonella enterica	enterica serovar Typhi	343077_214135
GCF_003717755.1	Salmonella enterica	enterica serovar Typhi	343077_213147
GCF_003717775.1	Salmonella enterica	enterica serovar Typhi	343077_212159
GCF_003717795.1	Salmonella enterica	enterica serovar Typhi	343077_212138
GCF_003717815.1	Salmonella enterica	enterica serovar Typhi	343077_211171
GCF_003717835.1	Salmonella enterica	enterica serovar Typhi	343076_294172
GCF_003717855.1	Salmonella enterica	enterica serovar Typhi	343076_269157
GCF_003717875.1	Salmonella enterica	enterica serovar Typhi	343076_253155
GCF_003717895.1	Salmonella enterica	enterica serovar Typhi	343076_252143
GCF_003717915.1	Salmonella enterica	enterica serovar Typhi	343076_249107
GCF_003717935.1	Salmonella enterica	enterica serovar Typhi	343076_248190
GCF_003717955.1	Salmonella enterica	enterica serovar Typhi	343076_241106
GCF_003717975.1	Salmonella enterica	enterica serovar Typhi	343076_232188
GCF_003717995.1	Salmonella enterica	enterica serovar Typhi	343076_227128
GCF_003718015.1	Salmonella enterica	enterica serovar Typhi	343076_217103
GCF_003718035.1	Salmonella enterica	enterica serovar Typhi	343076_202113
GCF_003718055.1	Salmonella enterica	enterica serovar Typhi	311189_291186
GCF_003718075.1	Salmonella enterica	enterica serovar Typhi	311189_282186
GCF_003718095.1	Salmonella enterica	enterica serovar Typhi	311189_269186
GCF_003718115.1	Salmonella enterica	enterica serovar Typhi	311189_268186
GCF_003718135.1	Salmonella enterica	enterica serovar Typhi	311189_268103
GCF_003718155.1	Salmonella enterica	enterica serovar Typhi	311189_256186
GCF_003718175.1	Salmonella enterica	enterica serovar Typhi	311189_255186
GCF_003718195.1	Salmonella enterica	enterica serovar Typhi	311189_252186
GCF_003718235.1	Salmonella enterica	enterica serovar Typhi	311189_232103
GCF_003718255.1	Salmonella enterica	enterica serovar Typhi	311189_231186
GCF_003718275.1	Salmonella enterica	enterica serovar Typhi	311189_224186
GCF_003718295.1	Salmonella enterica	enterica serovar Typhi	311189_223186
GCF_003718315.1	Salmonella enterica	enterica serovar Typhi	311189_222186
GCF_003718355.1	Salmonella enterica	enterica serovar Typhi	343078_273110
GCF_003718375.1	Salmonella enterica	enterica serovar Typhi	343078_256191
GCF_003718395.1	Salmonella enterica	enterica serovar Typhi	343078_251131
GCF_003718415.1	Salmonella enterica	enterica serovar Typhi	343078_228140
GCF_003718435.1	Salmonella enterica	enterica serovar Typhi	343078_223175
GCF_003718455.1	Salmonella enterica	enterica serovar Typhi	343078_211126
GCF_003718475.1	Salmonella enterica	enterica serovar Typhi	343078_203125
GCF_003718495.1	Salmonella enterica	enterica serovar Typhi	343078_201101
GCF_003718515.1	Salmonella enterica	enterica serovar Typhi	343077_292148
GCF_003718535.1	Salmonella enterica	enterica serovar Typhi	343077_286126
GCF_003718555.1	Salmonella enterica	enterica serovar Typhi	343077_285138
GCF_003718575.1	Salmonella enterica	enterica serovar Typhi	343077_281186
GCF_003718595.1	Salmonella enterica	enterica serovar Typhi	343077_278127
GCF_003718615.1	Salmonella enterica	enterica serovar Typhi	343077_267164
GCF_003718635.1	Salmonella enterica	enterica serovar Typhi	311189_218186
GCF_003718655.1	Salmonella enterica	enterica serovar Typhi	311189_201186
GCF_003719215.1	Salmonella enterica	enterica serovar Typhi	311189_239103
GCF_003719235.1	Salmonella enterica	enterica serovar Typhi	311189_203186
GCF_003719255.1	Salmonella enterica	enterica serovar Typhi	311189_209186
GCF_003719555.1	Salmonella enterica	enterica serovar Typhi	311189_217186
GCF_004136335.1	Salmonella enterica	enterica serovar Typhi	LXYSH
GCF_005885835.1	Salmonella enterica	enterica serovar Typhi	WGS1146
GCF_900185485.1	Salmonella enterica	enterica serovar Typhi	4714STDY6831631
GCF_900205255.1	Salmonella enterica	enterica serovar Typhi	1554-sc-2165329
GCF_900205265.1	Salmonella enterica	enterica serovar Typhi	lupe_GEN0059-sc-1979081
GCF_900205275.1	Salmonella enterica	enterica serovar Typhi	403Ty-sc-1979084
GCF_000636135.1	Salmonella enterica	enterica serovar Typhimurium	138736
GCF_000715155.1	Salmonella enterica	enterica serovar Typhimurium	VNP20009
GCF_000743055.1	Salmonella enterica	enterica serovar Typhimurium	ATCC 13311
GCF_000993725.1	Salmonella enterica	enterica serovar Typhimurium	FORC_015
GCF_001006525.1	Salmonella enterica	enterica serovar Typhimurium	YU39 YUHS 05-78
GCF_001293505.1	Salmonella enterica	enterica serovar Typhimurium	33676
GCF_001454965.1	Salmonella enterica	enterica serovar Typhimurium	FORC_020
GCF_001540845.1	Salmonella enterica	enterica serovar Typhimurium	SO4698-09
GCF_001576255.1	Salmonella enterica	enterica serovar Typhimurium	YU15
GCF_001576275.1	Salmonella enterica	enterica serovar Typhimurium	SO2 SOHS 02-20
GCF_001577505.1	Salmonella enterica	enterica serovar Typhimurium	SO3 SOHS 02-68
GCF_001587055.1	Salmonella enterica	enterica serovar Typhimurium	SL1344RX
GCF_001705365.1	Salmonella enterica	enterica serovar Typhimurium	NC983
GCF_001729225.1	Salmonella enterica	enterica serovar Typhimurium	ST931R
GCF_001886995.1	Salmonella enterica	enterica serovar Typhimurium	22495
GCF_001887015.1	Salmonella enterica	enterica serovar Typhimurium	22792
GCF_001922185.1	Salmonella enterica	enterica serovar Typhimurium	RM10961
GCF_001989635.1	Salmonella enterica	enterica serovar Typhimurium	81741
GCF_002209225.1	Salmonella enterica	enterica serovar Typhimurium	FDAARGOS_321
GCF_002313125.1	Salmonella enterica	enterica serovar Typhimurium	WW012
