assembly_accession	species	subsp	strain
GCF_000967285.1	Mycobacterium tuberculosis		variant bovis BCG str. Moreau RDJ SL21 FAP RJ Passage B8S2 vaccine culture
GCF_000016145.1	Mycobacterium tuberculosis		H37Ra; ATCC 25177
GCF_001938725.1	Mycobacterium tuberculosis		H37Ra
GCF_000162975.1	Mycobacterium tuberculosis		KZN 4207
GCF_000010685.1	Mycobacterium tuberculosis		variant bovis BCG str. Tokyo 172
GCF_001580385.1	Mycobacterium tuberculosis		variant bovis BCG str. Tokyo 172
GCF_000253355.1	Mycobacterium tuberculosis		variant africanum GM041182
GCF_000350205.1	Mycobacterium tuberculosis		str. Erdman = ATCC 35801
GCF_000163015.1	Mycobacterium tuberculosis		KZN R506
GCF_000162995.1	Mycobacterium tuberculosis		KZN V2475
GCF_000224435.1	Mycobacterium tuberculosis		CTRI-2
GCF_000234725.1	Mycobacterium tuberculosis		variant bovis BCG str. Mexico
GCF_000184005.1	Mycobacterium tuberculosis		HN878
GCF_000184025.1	Mycobacterium tuberculosis		X122
GCF_000184045.1	Mycobacterium tuberculosis		R1207
GCF_000746805.1	Mycobacterium tuberculosis		H37RvAE
GCF_000751615.1	Mycobacterium tuberculosis		H37RvMA
GCF_000263135.1	Mycobacterium tuberculosis		H37RvCO
GCF_000751475.1	Mycobacterium tuberculosis		H37RvLP
GCF_000220415.1	Mycobacterium tuberculosis		S96-129
GCF_000220435.1	Mycobacterium tuberculosis		BTB05-552
GCF_000220455.1	Mycobacterium tuberculosis		BTB05-559
GCF_000572155.1	Mycobacterium tuberculosis		BT2
GCF_000304555.1	Mycobacterium tuberculosis		UT205
GCF_000331445.1	Mycobacterium tuberculosis		7199-99
GCF_000442945.1	Mycobacterium tuberculosis		PanR0201
GCF_000442965.1	Mycobacterium tuberculosis		PanR0802
GCF_000443005.1	Mycobacterium tuberculosis		PanR1005
GCF_000442795.1	Mycobacterium tuberculosis		PanR0704
GCF_000422125.1	Mycobacterium tuberculosis		EAI5 MUM101
GCF_001997695.1	Mycobacterium tuberculosis		TRS1
GCF_001998365.1	Mycobacterium tuberculosis		TRS2
GCF_001998455.1	Mycobacterium tuberculosis		TRS4
GCF_001998075.1	Mycobacterium tuberculosis		TRS5
GCF_001998425.1	Mycobacterium tuberculosis		TRS6
GCF_001998025.1	Mycobacterium tuberculosis		TRS7
GCF_001998545.1	Mycobacterium tuberculosis		TRS8
GCF_001997425.1	Mycobacterium tuberculosis		TRS9
GCF_002000925.1	Mycobacterium tuberculosis		TRS10
GCF_001998585.1	Mycobacterium tuberculosis		TRS11
GCF_001998175.1	Mycobacterium tuberculosis		TRS12
GCF_001997885.1	Mycobacterium tuberculosis		TRS13
GCF_001998145.1	Mycobacterium tuberculosis		TRS14
GCF_001998225.1	Mycobacterium tuberculosis		TRS15
GCF_001997725.1	Mycobacterium tuberculosis		TRS16
GCF_001997775.1	Mycobacterium tuberculosis		TRS17
GCF_001998265.1	Mycobacterium tuberculosis		TRS18
GCF_001997975.1	Mycobacterium tuberculosis		TRS19
GCF_001997805.1	Mycobacterium tuberculosis		TRS20
GCF_001997935.1	Mycobacterium tuberculosis		TRS21
GCF_002000965.1	Mycobacterium tuberculosis		TRS22
GCF_001998105.1	Mycobacterium tuberculosis		TRS23
GCF_001998705.1	Mycobacterium tuberculosis		TRS24
GCF_002000905.1	Mycobacterium tuberculosis		TRS25
GCF_001998735.1	Mycobacterium tuberculosis		TRS26
GCF_001998645.1	Mycobacterium tuberculosis		TRS27
GCF_001998485.1	Mycobacterium tuberculosis		TRS28
GCF_002000945.1	Mycobacterium tuberculosis		TRS29
GCF_001997465.1	Mycobacterium tuberculosis		1821ADB35
GCF_001997495.1	Mycobacterium tuberculosis		1821ADB36
GCF_001997525.1	Mycobacterium tuberculosis		1821ADB37
GCF_001997545.1	Mycobacterium tuberculosis		1821ADB38
GCF_001997565.1	Mycobacterium tuberculosis		1821ADB40repeat
GCF_001997585.1	Mycobacterium tuberculosis		1821ADB41
GCF_001997605.1	Mycobacterium tuberculosis		1821ADB42
GCF_001997625.1	Mycobacterium tuberculosis		1821ADB44
GCF_001997665.1	Mycobacterium tuberculosis		1821ADB45
GCF_000417925.1	Mycobacterium tuberculosis		PanR0202
GCF_000443305.1	Mycobacterium tuberculosis		PanR0203
GCF_000443325.1	Mycobacterium tuberculosis		PanR0205
GCF_000443345.1	Mycobacterium tuberculosis		PanR0206
GCF_000443425.1	Mycobacterium tuberculosis		PanR0207
GCF_000443365.1	Mycobacterium tuberculosis		PanR0208
GCF_000443405.1	Mycobacterium tuberculosis		PanR0209
GCF_000443445.1	Mycobacterium tuberculosis		PanR0412
GCF_000443485.1	Mycobacterium tuberculosis		PanR0411
GCF_000443465.1	Mycobacterium tuberculosis		PanR0410
GCF_000443505.1	Mycobacterium tuberculosis		PanR0409
GCF_000443525.1	Mycobacterium tuberculosis		PanR0407
GCF_000443545.1	Mycobacterium tuberculosis		PanR0405
GCF_000443575.1	Mycobacterium tuberculosis		PanR0404
GCF_000443595.1	Mycobacterium tuberculosis		PanR0403
GCF_000443615.1	Mycobacterium tuberculosis		PanR0402
GCF_000443635.1	Mycobacterium tuberculosis		PanR0401
GCF_000443655.1	Mycobacterium tuberculosis		PanR0317
GCF_000443675.1	Mycobacterium tuberculosis		PanR0316
GCF_000443695.1	Mycobacterium tuberculosis		PanR0315
GCF_000443715.1	Mycobacterium tuberculosis		PanR0314
GCF_000443795.1	Mycobacterium tuberculosis		PanR0313
GCF_000443935.1	Mycobacterium tuberculosis		PanR0311
GCF_000443755.1	Mycobacterium tuberculosis		PanR0309
GCF_000443815.1	Mycobacterium tuberculosis		PanR0308
GCF_000443835.1	Mycobacterium tuberculosis		PanR0307
GCF_000443855.1	Mycobacterium tuberculosis		PanR0306
GCF_000443915.1	Mycobacterium tuberculosis		PanR0305
GCF_000443875.1	Mycobacterium tuberculosis		PanR0304
GCF_000443895.1	Mycobacterium tuberculosis		PanR0301
GCF_000445245.1	Mycobacterium tuberculosis		PanR0501
GCF_000445265.1	Mycobacterium tuberculosis		PanR0503
GCF_000445285.1	Mycobacterium tuberculosis		PanR0505
GCF_000445305.1	Mycobacterium tuberculosis		PanR0601
GCF_000445325.1	Mycobacterium tuberculosis		PanR0602
GCF_000445345.1	Mycobacterium tuberculosis		PanR0603
GCF_000445365.1	Mycobacterium tuberculosis		PanR0604
GCF_000445515.1	Mycobacterium tuberculosis		PanR0605
GCF_000445535.1	Mycobacterium tuberculosis		PanR0606
GCF_000445555.1	Mycobacterium tuberculosis		PanR0607
GCF_000445575.1	Mycobacterium tuberculosis		PanR0609
GCF_000445595.1	Mycobacterium tuberculosis		PanR0610
GCF_000445615.1	Mycobacterium tuberculosis		PanR0611
GCF_000445635.1	Mycobacterium tuberculosis		PanR0702
GCF_000445655.1	Mycobacterium tuberculosis		PanR0703
GCF_000445675.1	Mycobacterium tuberculosis		PanR0707
GCF_000445695.1	Mycobacterium tuberculosis		PanR0708
GCF_000445715.1	Mycobacterium tuberculosis		PanR0801
GCF_000445735.1	Mycobacterium tuberculosis		PanR0803
GCF_000445755.1	Mycobacterium tuberculosis		PanR0804
GCF_000445775.1	Mycobacterium tuberculosis		PanR0805
GCF_000445795.1	Mycobacterium tuberculosis		PanR0902
GCF_000445815.1	Mycobacterium tuberculosis		PanR0903
GCF_000445835.1	Mycobacterium tuberculosis		PanR0904
GCF_000445855.1	Mycobacterium tuberculosis		PanR0906
GCF_000445875.1	Mycobacterium tuberculosis		PanR0907
GCF_000445895.1	Mycobacterium tuberculosis		PanR0908
GCF_000445915.1	Mycobacterium tuberculosis		PanR0909
GCF_000445975.1	Mycobacterium tuberculosis		PanR1006
GCF_000445935.1	Mycobacterium tuberculosis		PanR1007
GCF_000445955.1	Mycobacterium tuberculosis		PanR1101
GCF_904810325.1	Mycobacterium tuberculosis		variant microti OV254 vole
GCF_000827085.1	Mycobacterium tuberculosis		H37RvSiena
GCF_000828995.1	Mycobacterium tuberculosis		str. Kurono
